original_index,context_recall,context_precision
0,1.0,0.0
1,0.0,0.49999999995
2,1.0,0.64999999998375
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.9999999999
8,0.0,0.0
9,1.0,0.49999999995
10,1.0,0.19999999998
11,1.0,0.499999999975
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,1.0,0.99999999995
17,0.0,0.49999999995
18,0.0,0.9999999999
19,1.0,0.8333333332916666
20,1.0,0.99999999995
21,0.0,0.19999999998
22,1.0,0.0
23,1.0,0.49999999995
24,1.0,0.9999999999
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,1.0,0.0
29,0.0,0.0
30,0.0,0.9999999999
31,1.0,0.99999999995
32,0.0,0.0
33,0.0,0.0
34,1.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,1.0,0.9999999999
39,0.0,0.0
40,1.0,0.7499999999625
41,0.0,0.0
42,0.0,0.16666666665
43,0.0,0.0
44,1.0,0.499999999975
45,1.0,0.49999999995
46,1.0,0.3333333333
47,0.0,0.0
48,0.0,0.9999999999
49,0.0,0.0
50,0.0,0.19999999998
51,0.0,0.0
52,1.0,0.0
53,0.0,0.0
54,1.0,0.5833333333041666
55,0.0,0.499999999975
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.5,0.91666666664375
60,0.0,0.9999999999
61,0.0,0.0
62,0.0,0.0
63,0.5,0.99999999995
64,1.0,0.99999999995
65,0.0,0.0
66,0.0,0.99999999995
67,1.0,0.49999999995
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,1.0,0.9999999999
73,1.0,0.0
74,0.0,0.0
75,0.0,0.9999999999
76,1.0,0.9999999999
77,0.5,0.999999999975
78,0.0,0.9999999999
79,1.0,0.9999999999
80,0.0,0.0
81,1.0,0.9999999999
82,1.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.5,0.49999999995
88,0.0,0.49999999995
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,1.0,0.99999999995
93,0.0,0.0
94,1.0,0.5833333333041666
95,1.0,0.4166666666458333
96,1.0,0.0
97,1.0,0.0
98,1.0,0.9999999999
99,0.5,0.91666666664375
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,1.0,0.19999999998
107,1.0,0.99999999995
108,0.0,0.0
109,0.0,0.9999999999
110,0.5,0.8333333332916666
111,1.0,0.94999999997625
112,0.5,0.9999999999
113,0.0,0.0
114,1.0,0.49999999995
115,0.0,0.49999999995
116,0.0,0.9999999999
117,1.0,0.5833333333041666
118,0.0,0.0
119,1.0,0.9999999999666667
120,1.0,0.9999999999
121,0.5,0.99999999995
122,1.0,0.99999999995
123,0.0,0.9999999999833333
124,0.5,0.8055555555287036
125,0.0,0.0
126,0.0,0.0
127,1.0,0.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,1.0,0.9999999999
132,0.0,0.0
133,1.0,0.49999999995
134,0.0,0.0
135,1.0,0.0
136,0.0,0.0
137,0.0,0.0
138,1.0,0.49999999995
139,0.0,0.0
140,0.5,0.9999999999
141,1.0,0.6388888888675925
142,1.0,0.9999999999
143,1.0,0.49999999995
144,1.0,0.8734126983981415
145,0.0,0.0
146,0.6666666666666666,0.5833333333041666
147,0.0,0.0
148,1.0,0.9999999999
149,0.0,0.0
150,1.0,0.249999999975
151,1.0,0.19999999998
152,1.0,0.49999999995
153,1.0,0.9999999999
154,0.0,0.0
155,0.0,0.0
156,1.0,0.0
157,1.0,0.9999999999
158,0.0,0.16666666665
159,0.5,0.8055555555287036
160,1.0,0.0
161,0.0,0.0
162,0.0,0.0
163,1.0,0.0
164,1.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,1.0,0.9999999999833333
170,0.0,0.0
171,1.0,0.0
172,0.0,0.0
173,1.0,0.9999999999
174,0.0,0.0
175,0.0,0.0
176,1.0,0.9999999999
177,0.0,0.0
178,1.0,0.0
179,0.0,0.0
180,0.0,0.0
181,1.0,0.99999999995
182,1.0,0.999999999975
183,0.0,0.0
184,1.0,0.8055555555287036
185,0.0,0.0
186,0.0,0.0
187,1.0,0.0
188,0.0,0.0
189,1.0,0.14285714284285714
190,1.0,0.249999999975
191,0.0,0.0
192,1.0,0.99999999995
193,1.0,0.999999999975
194,0.0,0.0
195,1.0,0.8055555555287036
196,1.0,0.9999999999
197,1.0,0.14285714284285714
198,0.0,0.0
199,0.0,0.0
200,1.0,0.99999999995
201,1.0,0.999999999975
202,0.0,0.0
203,0.0,0.0
204,1.0,0.8055555555287036
205,0.0,0.499999999975
206,0.0,0.0
207,0.0,0.0
208,1.0,0.9999999999
209,1.0,0.0
210,0.0,0.0
211,1.0,0.7555555555303703
212,0.0,0.0
213,1.0,0.0
214,1.0,0.19999999998
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0
219,0.0,0.0
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0
225,1.0,0.3333333333
226,1.0,0.9999999999
227,1.0,0.0
228,0.0,0.0
