original_index,llm_name,answer_relevancy,noise_sensitivity(mode=relevant)
0,mcp-gpt-4o-mini,0.6937226659077138,0.0
1,mcp-gpt-4o-mini,0.7787228797010094,0.0
2,mcp-gpt-4o-mini,0.3143493533021224,0.3333333333333333
3,mcp-gpt-4o-mini,0.5082650899720123,0.15384615384615385
4,mcp-gpt-4o-mini,0.5353039306597901,0.0
5,mcp-gpt-4o-mini,0.5988029786008287,0.0
6,mcp-gpt-4o-mini,0.7321602975260879,0.0
7,mcp-gpt-4o-mini,0.6128430788922219,0.0
8,mcp-gpt-4o-mini,0.5393115564014161,0.0
9,mcp-gpt-4o-mini,0.6625989654358164,0.0
10,mcp-gpt-4o-mini,0.7896162838612524,0.11764705882352941
11,mcp-gpt-4o-mini,0.451952948081498,0.0
12,mcp-gpt-4o-mini,0.6007731971016377,0.0
13,mcp-gpt-4o-mini,0.514702708873542,0.0
14,mcp-gpt-4o-mini,0.69601399589261,0.0
15,mcp-gpt-4o-mini,0.5340329458665748,0.0
16,mcp-gpt-4o-mini,0.6616612261132092,0.18181818181818182
17,mcp-gpt-4o-mini,0.5864134359589184,0.0
18,mcp-gpt-4o-mini,0.6961322489359583,0.0
19,mcp-gpt-4o-mini,0.604774823695898,0.14285714285714285
20,mcp-gpt-4o-mini,0.6998993108305605,0.5
21,mcp-gpt-4o-mini,0.6363463326262427,0.0
22,mcp-gpt-4o-mini,0.6710840255546671,0.0
23,mcp-gpt-4o-mini,0.4357949085372152,
24,mcp-gpt-4o-mini,0.543094318304343,0.45454545454545453
25,mcp-gpt-4o-mini,0.6287631303844524,0.0
26,mcp-gpt-4o-mini,0.5247278186134906,0.0
27,mcp-gpt-4o-mini,0.6372285033218541,0.0
28,mcp-gpt-4o-mini,0.5150196240234356,0.0
29,mcp-gpt-4o-mini,0.5472396934814101,0.0
30,mcp-gpt-4o-mini,0.6786490888176712,0.0
31,mcp-gpt-4o-mini,0.6420713987657539,0.2857142857142857
32,mcp-gpt-4o-mini,0.6935345346131337,0.0
33,mcp-gpt-4o-mini,0.4712561992673427,0.0
34,mcp-gpt-4o-mini,0.5146270335824362,
35,mcp-gpt-4o-mini,0.6332673111804222,0.0
36,mcp-gpt-4o-mini,0.7596229324290333,0.0
37,mcp-gpt-4o-mini,0.5665550512097269,0.0
38,mcp-gpt-4o-mini,0.35003787700330075,0.3333333333333333
39,mcp-gpt-4o-mini,0.5668555039585635,0.0
40,mcp-gpt-4o-mini,0.6497551999669438,0.46153846153846156
41,mcp-gpt-4o-mini,0.0,0.0
42,mcp-gpt-4o-mini,0.5012336657847383,0.0
43,mcp-gpt-4o-mini,0.5893673566475072,0.0
44,mcp-gpt-4o-mini,0.632426933577899,0.09090909090909091
45,mcp-gpt-4o-mini,0.6272605440186685,0.4
46,mcp-gpt-4o-mini,0.7146394354506863,0.2222222222222222
47,mcp-gpt-4o-mini,0.7103161656726836,0.0
48,mcp-gpt-4o-mini,0.3140890043894427,0.0
49,mcp-gpt-4o-mini,0.5995976382321523,
50,mcp-gpt-4o-mini,0.5388239047993949,0.0
51,mcp-gpt-4o-mini,0.7421235126488906,0.0
52,mcp-gpt-4o-mini,0.6174585340010774,0.0
53,mcp-gpt-4o-mini,0.5554527737713336,0.0
54,mcp-gpt-4o-mini,0.529326320328159,0.11764705882352941
55,mcp-gpt-4o-mini,0.6562964065861854,0.0
56,mcp-gpt-4o-mini,0.44527293720963435,0.0
57,mcp-gpt-4o-mini,0.0,0.0
58,mcp-gpt-4o-mini,0.4441127983700029,0.0
59,mcp-gpt-4o-mini,0.5642832432580737,0.0
60,mcp-gpt-4o-mini,0.6420568834815285,0.0
61,mcp-gpt-4o-mini,0.5725252912956146,0.0
62,mcp-gpt-4o-mini,0.5868087779232872,0.0
63,mcp-gpt-4o-mini,0.5521503216698167,0.0
64,mcp-gpt-4o-mini,0.2945144271757926,0.5
65,mcp-gpt-4o-mini,0.4886842390799173,0.0
66,mcp-gpt-4o-mini,0.5833311856846908,0.0
67,mcp-gpt-4o-mini,0.41621536236973733,0.0
68,mcp-gpt-4o-mini,0.6396412393434502,
69,mcp-gpt-4o-mini,0.6769242328767503,0.0
70,mcp-gpt-4o-mini,0.8242354887063426,0.0
71,mcp-gpt-4o-mini,0.652925450974865,
72,mcp-gpt-4o-mini,0.5883330874517371,0.42857142857142855
73,mcp-gpt-4o-mini,0.3322370984383136,0.0
74,mcp-gpt-4o-mini,0.639652034891953,0.0
75,mcp-gpt-4o-mini,0.501651579016165,0.0
76,mcp-gpt-4o-mini,0.6895604981574389,0.3333333333333333
77,mcp-gpt-4o-mini,0.4738249663317466,0.2222222222222222
78,mcp-gpt-4o-mini,0.5624304363341114,0.0
79,mcp-gpt-4o-mini,0.530947506555299,0.0
80,mcp-gpt-4o-mini,0.6423715478806787,0.0
81,mcp-gpt-4o-mini,0.5486938771891214,0.14285714285714285
82,mcp-gpt-4o-mini,0.44355313250179546,0.0
83,mcp-gpt-4o-mini,0.6014414656424851,0.0
84,mcp-gpt-4o-mini,0.646240169917649,0.0
85,mcp-gpt-4o-mini,0.6800625521193383,
86,mcp-gpt-4o-mini,0.3161173612678339,0.0
87,mcp-gpt-4o-mini,0.7111991097404554,0.0
88,mcp-gpt-4o-mini,0.5064190826633158,0.2
89,mcp-gpt-4o-mini,0.5612011497503424,
90,mcp-gpt-4o-mini,0.4284067960163763,0.0
91,mcp-gpt-4o-mini,0.5614281178264529,0.0
92,mcp-gpt-4o-mini,0.6103704382112792,0.25
93,mcp-gpt-4o-mini,0.7403166459282203,0.0
94,mcp-gpt-4o-mini,0.6147187188108449,0.5
95,mcp-gpt-4o-mini,0.5781367819736397,0.0
96,mcp-gpt-4o-mini,0.6025877070645558,0.0
97,mcp-gpt-4o-mini,0.6145395142381002,0.0
98,mcp-gpt-4o-mini,0.731882211324924,0.0
99,mcp-gpt-4o-mini,0.43884736819590514,0.0
100,mcp-gpt-4o-mini,0.3681434114296272,0.0
101,mcp-gpt-4o-mini,0.6868510192882169,0.0
102,mcp-gpt-4o-mini,0.6197990755740957,0.0
103,mcp-gpt-4o-mini,0.6369759806175584,0.0
104,mcp-gpt-4o-mini,0.6425662750034705,0.0
105,mcp-gpt-4o-mini,0.0,
106,mcp-gpt-4o-mini,0.6002170897814281,0.125
107,mcp-gpt-4o-mini,0.6793765187668961,0.0
108,mcp-gpt-4o-mini,0.3470072705587577,0.0
109,mcp-gpt-4o-mini,0.3889701925635631,0.0
110,mcp-gpt-4o-mini,0.6621888549339151,0.0
111,mcp-gpt-4o-mini,0.49854708664670305,0.0
112,mcp-gpt-4o-mini,0.6876530848249386,0.0
113,mcp-gpt-4o-mini,0.7678321115080373,0.0
114,mcp-gpt-4o-mini,0.5534972059811841,0.0
115,mcp-gpt-4o-mini,0.6204746260703351,0.0
116,mcp-gpt-4o-mini,0.5885803126470623,
117,mcp-gpt-4o-mini,0.47929982891783185,0.7142857142857143
118,mcp-gpt-4o-mini,0.640766429075006,0.0
119,mcp-gpt-4o-mini,0.3264360461929514,0.0
120,mcp-gpt-4o-mini,0.6580645985551532,0.0
121,mcp-gpt-4o-mini,0.5146838119067632,0.0
122,mcp-gpt-4o-mini,0.576008476148568,0.75
123,mcp-gpt-4o-mini,0.6523336008422747,0.23076923076923078
124,mcp-gpt-4o-mini,0.5593312314959521,0.0
125,mcp-gpt-4o-mini,0.6085928982157395,0.0
126,mcp-gpt-4o-mini,0.6447346322952592,0.0
127,mcp-gpt-4o-mini,0.6319514601416689,0.0
128,mcp-gpt-4o-mini,0.7833886105784842,
129,mcp-gpt-4o-mini,0.6761572665495523,
130,mcp-gpt-4o-mini,0.49616782411149896,0.0
131,mcp-gpt-4o-mini,0.7235522966175127,0.0
132,mcp-gpt-4o-mini,0.6157826427570265,0.0
133,mcp-gpt-4o-mini,0.563871856425524,0.25
134,mcp-gpt-4o-mini,0.6731612720308566,0.0
135,mcp-gpt-4o-mini,0.5482966388797239,0.0
136,mcp-gpt-4o-mini,0.6412872216511258,0.5
137,mcp-gpt-4o-mini,0.6448517242827031,0.0
138,mcp-gpt-4o-mini,0.5337504225885136,0.3333333333333333
139,mcp-gpt-4o-mini,0.5540395396008684,0.0
140,mcp-gpt-4o-mini,0.63337411750454,0.0
141,mcp-gpt-4o-mini,0.5809378766277803,0.16666666666666666
142,mcp-gpt-4o-mini,0.36236016144719624,0.3333333333333333
143,mcp-gpt-4o-mini,0.5426407011755711,0.0
144,mcp-gpt-4o-mini,0.5882503325826829,0.6666666666666666
145,mcp-gpt-4o-mini,0.3631941116566685,0.0
146,mcp-gpt-4o-mini,0.3832630285132513,0.0
147,mcp-gpt-4o-mini,0.4814195864656442,0.0
148,mcp-gpt-4o-mini,0.46725411736074723,0.0
149,mcp-gpt-4o-mini,0.46099494731820956,0.0
150,mcp-gpt-4o-mini,0.6392864282963754,0.2857142857142857
151,mcp-gpt-4o-mini,0.6314453533851715,0.0
152,mcp-gpt-4o-mini,0.6908362625480299,0.5
153,mcp-gpt-4o-mini,0.6600716334081891,0.16666666666666666
154,mcp-gpt-4o-mini,0.6710228363059101,0.0
155,mcp-gpt-4o-mini,0.6347444739320254,0.0
156,mcp-gpt-4o-mini,0.6162012747904682,0.0
157,mcp-gpt-4o-mini,0.5038083379941257,0.0
158,mcp-gpt-4o-mini,0.7043195402237094,0.0
159,mcp-gpt-4o-mini,0.6669219334873987,0.45454545454545453
160,mcp-gpt-4o-mini,0.5033394804561816,0.0
161,mcp-gpt-4o-mini,0.6162093494588629,0.0
162,mcp-gpt-4o-mini,0.6456085764810059,0.0
163,mcp-gpt-4o-mini,0.568606365493992,0.0
164,mcp-gpt-4o-mini,0.7010778361699018,0.0
165,mcp-gpt-4o-mini,0.5750313933309462,0.0
166,mcp-gpt-4o-mini,0.550989370965007,0.0
167,mcp-gpt-4o-mini,0.7942251816712492,0.0
168,mcp-gpt-4o-mini,0.5945475400331744,0.0
169,mcp-gpt-4o-mini,0.49298744177685294,
170,mcp-gpt-4o-mini,0.6435258592788932,0.0
171,mcp-gpt-4o-mini,0.48666336030048346,0.0
172,mcp-gpt-4o-mini,0.6658885664684348,0.0
173,mcp-gpt-4o-mini,0.7031790693563001,0.0
174,mcp-gpt-4o-mini,0.0,0.0
175,mcp-gpt-4o-mini,0.587899014361409,
176,mcp-gpt-4o-mini,0.6780066264729485,0.0
177,mcp-gpt-4o-mini,0.7673942514181037,0.0
178,mcp-gpt-4o-mini,0.7522992730625139,0.08333333333333333
179,mcp-gpt-4o-mini,0.6445926163692388,0.0
180,mcp-gpt-4o-mini,0.5852355966320663,0.0
181,mcp-gpt-4o-mini,0.5725331826098361,0.0
182,mcp-gpt-4o-mini,0.5595583051856128,0.0
183,mcp-gpt-4o-mini,0.49760053442893637,0.0
184,mcp-gpt-4o-mini,0.7012599953144178,0.0
185,mcp-gpt-4o-mini,0.7035334136184449,0.0
186,mcp-gpt-4o-mini,0.6146073790016352,0.0
187,mcp-gpt-4o-mini,0.6813596391125373,0.0
188,mcp-gpt-4o-mini,0.6497674913915418,0.0
189,mcp-gpt-4o-mini,0.6070418521969416,0.1111111111111111
190,mcp-gpt-4o-mini,0.6675612935952797,0.25
191,mcp-gpt-4o-mini,0.6620950447256236,0.0
192,mcp-gpt-4o-mini,0.5725443931761024,0.2
193,mcp-gpt-4o-mini,0.5982960443617938,0.46153846153846156
194,mcp-gpt-4o-mini,0.5617910973894296,0.0
195,mcp-gpt-4o-mini,0.46782095856460065,0.6666666666666666
196,mcp-gpt-4o-mini,0.5675002171050686,0.2
197,mcp-gpt-4o-mini,0.7397412653468272,0.08333333333333333
198,mcp-gpt-4o-mini,0.5939012558474057,0.0
199,mcp-gpt-4o-mini,0.5481925826705291,0.0
200,mcp-gpt-4o-mini,0.5725331826098361,0.2
201,mcp-gpt-4o-mini,0.49927055392197955,0.38461538461538464
202,mcp-gpt-4o-mini,0.5811279384091173,0.0
203,mcp-gpt-4o-mini,0.49760053442893637,0.0
204,mcp-gpt-4o-mini,0.7012599953144178,0.5
205,mcp-gpt-4o-mini,0.6265071889252362,
206,mcp-gpt-4o-mini,0.7586910297803842,0.0
207,mcp-gpt-4o-mini,0.49849926433407626,0.0
208,mcp-gpt-4o-mini,0.7958820122067375,0.2
209,mcp-gpt-4o-mini,0.5986901145343418,0.0
210,mcp-gpt-4o-mini,0.6815804507769241,0.0
211,mcp-gpt-4o-mini,0.5433393276034824,0.2
212,mcp-gpt-4o-mini,0.5818581623022514,0.0
213,mcp-gpt-4o-mini,0.5652933726567464,0.0
214,mcp-gpt-4o-mini,0.6041375797502411,0.0
215,mcp-gpt-4o-mini,0.46664410416510355,0.0
216,mcp-gpt-4o-mini,0.6036163801828942,0.0
217,mcp-gpt-4o-mini,0.0,
218,mcp-gpt-4o-mini,0.6058405072511804,0.0
219,mcp-gpt-4o-mini,0.5255925233989753,0.0
220,mcp-gpt-4o-mini,0.7015698540919616,0.0
221,mcp-gpt-4o-mini,0.5342541082720036,0.0
222,mcp-gpt-4o-mini,0.6685849309896407,0.0
223,mcp-gpt-4o-mini,0.4802065491102834,0.0
224,mcp-gpt-4o-mini,0.6172327324694775,0.0
225,mcp-gpt-4o-mini,0.6619297146288101,
226,mcp-gpt-4o-mini,0.7508697725758993,0.2
227,mcp-gpt-4o-mini,0.6378011131369741,0.0
228,mcp-gpt-4o-mini,0.47828921441920086,0.0
